QUERY_KEY|QUERY_TEXT|DOC_KEY|ENGINE|RANK|SCORE
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20956|SOLR_PESQUISA_ORIGINAL_selectSwan|2|6377.0244
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-68513|SOLR_PESQUISA_ORIGINAL_selectSwan|3|2719.745
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51881|SOLR_PESQUISA_ORIGINAL_selectSwan|4|2208.1887
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39213|SOLR_PESQUISA_ORIGINAL_selectSwan|5|1694.8768
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21229|SOLR_PESQUISA_ORIGINAL_selectSwan|6|236.5539
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21285|SOLR_PESQUISA_ORIGINAL_selectSwan|7|191.87794
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-17125|SOLR_PESQUISA_ORIGINAL_selectSwan|8|141.4362
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21159|SOLR_PESQUISA_ORIGINAL_selectSwan|9|126.984634
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18324|SOLR_PESQUISA_ORIGINAL_selectSwan|10|125.57476
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20870|SOLR_PESQUISA_ORIGINAL_selectSwan|11|121.40375
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20969|SOLR_PESQUISA_ORIGINAL_selectSwan|12|120.94049
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20970|SOLR_PESQUISA_ORIGINAL_selectSwan|13|120.68536
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20971|SOLR_PESQUISA_ORIGINAL_selectSwan|14|119.0082
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20869|SOLR_PESQUISA_ORIGINAL_selectSwan|15|118.62045
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34126|SOLR_PESQUISA_ORIGINAL_selectSwan|16|117.83013
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31601|SOLR_PESQUISA_ORIGINAL_selectSwan|17|117.79843
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20871|SOLR_PESQUISA_ORIGINAL_selectSwan|18|116.024315
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21072|SOLR_PESQUISA_ORIGINAL_selectSwan|19|115.00152
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34233|SOLR_PESQUISA_ORIGINAL_selectSwan|20|113.91465
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20506|SOLR_PESQUISA_ORIGINAL_selectSwan|21|111.95288
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-53841|SOLR_PESQUISA_ORIGINAL_selectSwan|22|110.3369
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20585|SOLR_PESQUISA_ORIGINAL_selectSwan|23|109.97243
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-96796|SOLR_PESQUISA_ORIGINAL_selectSwan|24|97.78543
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-14560|SOLR_PESQUISA_ORIGINAL_selectSwan|25|96.879364
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32994|SOLR_PESQUISA_ORIGINAL_selectSwan|26|96.396805
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21207|SOLR_PESQUISA_ORIGINAL_selectSwan|27|95.29704
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20584|SOLR_PESQUISA_ORIGINAL_selectSwan|28|94.83098
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8854|SOLR_PESQUISA_ORIGINAL_selectSwan|29|90.339005
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-35677|SOLR_PESQUISA_ORIGINAL_selectSwan|30|88.97403
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31586|SOLR_PESQUISA_ORIGINAL_selectSwan|31|88.45065
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21286|SOLR_PESQUISA_ORIGINAL_selectSwan|32|88.30618
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-133563|SOLR_PESQUISA_ORIGINAL_selectSwan|33|87.74219
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31698|SOLR_PESQUISA_ORIGINAL_selectSwan|34|87.53282
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33073|SOLR_PESQUISA_ORIGINAL_selectSwan|35|87.21713
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34134|SOLR_PESQUISA_ORIGINAL_selectSwan|36|86.92791
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33936|SOLR_PESQUISA_ORIGINAL_selectSwan|37|86.855865
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31547|SOLR_PESQUISA_ORIGINAL_selectSwan|38|86.71104
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31526|SOLR_PESQUISA_ORIGINAL_selectSwan|39|86.69075
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34125|SOLR_PESQUISA_ORIGINAL_selectSwan|40|86.64492
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34211|SOLR_PESQUISA_ORIGINAL_selectSwan|41|86.423256
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-3225|SOLR_PESQUISA_ORIGINAL_selectSwan|42|86.29959
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34230|SOLR_PESQUISA_ORIGINAL_selectSwan|43|86.29598
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33937|SOLR_PESQUISA_ORIGINAL_selectSwan|44|86.28983
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32977|SOLR_PESQUISA_ORIGINAL_selectSwan|45|85.93764
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31669|SOLR_PESQUISA_ORIGINAL_selectSwan|46|85.71656
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-29394|SOLR_PESQUISA_ORIGINAL_selectSwan|47|85.30129
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31594|SOLR_PESQUISA_ORIGINAL_selectSwan|48|85.089516
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34133|SOLR_PESQUISA_ORIGINAL_selectSwan|49|83.652435
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34154|SOLR_PESQUISA_ORIGINAL_selectSwan|50|83.33995
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34240|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|1|14950.762
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20956|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|2|6377.0244
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-68513|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|3|2719.745
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51881|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|4|2208.1887
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39213|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|5|1694.8768
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21229|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|6|236.5539
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21285|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|7|191.87794
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-17125|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|8|141.4362
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21159|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|9|126.984634
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18324|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|10|125.57476
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20870|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|11|121.40375
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20969|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|12|120.94049
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20970|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|13|120.68536
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20971|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|14|119.0082
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20869|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|15|118.62045
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34126|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|16|117.83013
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31601|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|17|117.79843
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20871|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|18|116.024315
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21072|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|19|115.00152
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34233|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|20|113.91465
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20506|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|21|111.95288
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-53841|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|22|110.3369
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20585|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|23|109.97243
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-96796|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|24|97.78543
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-14560|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|25|96.879364
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32994|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|26|96.396805
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21207|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|27|95.29704
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20584|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|28|94.83098
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8854|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|29|90.339005
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-35677|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|30|88.97403
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31586|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|31|88.45065
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21286|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|32|88.30618
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-133563|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|33|87.74219
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31698|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|34|87.53282
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33073|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|35|87.21713
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34134|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|36|86.92791
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33936|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|37|86.855865
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31547|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|38|86.71104
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31526|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|39|86.69075
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34125|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|40|86.64492
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34211|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|41|86.423256
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-3225|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|42|86.29959
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34230|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|43|86.29598
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33937|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|44|86.28983
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32977|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|45|85.93764
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31669|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|46|85.71656
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-29394|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|47|85.30129
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31594|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|48|85.089516
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34133|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|49|83.652435
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34154|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|50|83.33995
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_select|1|22208.02
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_select|2|13729.975
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_select|3|3607.1196
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_select|4|2404.746
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_select|5|256.2459
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_select|6|256.2459
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_select|7|135.0142
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_select|8|135.0142
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_select|9|85.81234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_select|10|85.81234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_select|11|85.81234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_select|12|85.81234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_select|13|85.81234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_select|14|85.81234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_select|15|85.81234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_select|16|2.1453087
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_select|17|2.1453087
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_selectSwan|1|20421.312
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_selectSwan|2|11892.499
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_selectSwan|3|2892.5115
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_selectSwan|4|1928.3407
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_selectSwan|5|256.65665
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_selectSwan|6|247.14569
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_selectSwan|7|125.90112
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_selectSwan|8|108.09787
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_selectSwan|9|105.58674
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_selectSwan|10|104.68976
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_selectSwan|11|103.94998
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_selectSwan|12|103.52895
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_selectSwan|13|101.91983
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_selectSwan|14|100.37166
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_selectSwan|15|98.55902
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_selectSwan|16|2.5978997
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_selectSwan|17|2.5881617
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|1|20421.312
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|2|11892.499
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|3|2892.5115
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|4|1928.3407
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|5|256.65665
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|6|247.14569
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|7|125.90112
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|8|108.09787
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|9|105.58674
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|10|104.68976
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|11|103.94998
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|12|103.52895
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|13|101.91983
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|14|100.37166
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|15|98.55902
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|16|2.5978997
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|17|2.5881617
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-108415|SOLR_PESQUISA_ORIGINAL_select|1|6267.233
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59295|SOLR_PESQUISA_ORIGINAL_select|2|4619.83
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-11612|SOLR_PESQUISA_ORIGINAL_select|3|4551.73
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-11611|SOLR_PESQUISA_ORIGINAL_select|4|4551.73
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-10089|SOLR_PESQUISA_ORIGINAL_select|5|4551.73
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-17089|SOLR_PESQUISA_ORIGINAL_select|6|4551.73
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59296|SOLR_PESQUISA_ORIGINAL_select|7|4458.6084
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59318|SOLR_PESQUISA_ORIGINAL_select|8|3138.8545
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59317|SOLR_PESQUISA_ORIGINAL_select|9|3031.793
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-104455|SOLR_PESQUISA_ORIGINAL_select|10|2275.865
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-81554|SOLR_PESQUISA_ORIGINAL_select|11|2275.865
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-81314|SOLR_PESQUISA_ORIGINAL_select|12|2275.865
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-34116|SOLR_PESQUISA_ORIGINAL_select|13|2175.1165
